,Name,Description,Date,Time,Location,Price,URL
48,Back To The Future The Musical (Day 1,"Time Out says
Broadway travels back in time to the 1950s, by way of the 1980s, in a noisy musical adaptation of the hit 1985 movie.",2024-11-05T19:30:00-08:00,2024-11-05T19:30:00-08:00,Pantages Theatre,,https://www.timeout.com/los-angeles/theater/back-to-the-future-the-musical
49,Back To The Future The Musical (Day 2,"Time Out says
Broadway travels back in time to the 1950s, by way of the 1980s, in a noisy musical adaptation of the hit 1985 movie.",2024-11-06T19:30:00-08:00,2024-11-06T19:30:00-08:00,Pantages Theatre,,https://www.timeout.com/los-angeles/theater/back-to-the-future-the-musical
50,Back To The Future The Musical (Day 3,"Time Out says
Broadway travels back in time to the 1950s, by way of the 1980s, in a noisy musical adaptation of the hit 1985 movie.",2024-11-07T19:30:00-08:00,2024-11-07T19:30:00-08:00,Pantages Theatre,,https://www.timeout.com/los-angeles/theater/back-to-the-future-the-musical
51,Back To The Future The Musical (Day 4,"Time Out says
Broadway travels back in time to the 1950s, by way of the 1980s, in a noisy musical adaptation of the hit 1985 movie.",2024-11-08T20:00:00-08:00,2024-11-08T20:00:00-08:00,Pantages Theatre,,https://www.timeout.com/los-angeles/theater/back-to-the-future-the-musical
52,Back To The Future The Musical (Day 5,"Time Out says
Broadway travels back in time to the 1950s, by way of the 1980s, in a noisy musical adaptation of the hit 1985 movie.",2024-11-09T14:00:00-08:00,2024-11-09T14:00:00-08:00,Pantages Theatre,,https://www.timeout.com/los-angeles/theater/back-to-the-future-the-musical
53,Back To The Future The Musical (Day 6,"Time Out says
Broadway travels back in time to the 1950s, by way of the 1980s, in a noisy musical adaptation of the hit 1985 movie.",2024-11-10T13:00:00-08:00,2024-11-10T13:00:00-08:00,Pantages Theatre,,https://www.timeout.com/los-angeles/theater/back-to-the-future-the-musical
54,Back To The Future The Musical (Day 7,"Time Out says
Broadway travels back in time to the 1950s, by way of the 1980s, in a noisy musical adaptation of the hit 1985 movie.",2024-11-12T19:30:00-08:00,2024-11-12T19:30:00-08:00,Pantages Theatre,,https://www.timeout.com/los-angeles/theater/back-to-the-future-the-musical
55,Back To The Future The Musical (Day 8,"Time Out says
Broadway travels back in time to the 1950s, by way of the 1980s, in a noisy musical adaptation of the hit 1985 movie.",2024-11-13T19:30:00-08:00,2024-11-13T19:30:00-08:00,Pantages Theatre,,https://www.timeout.com/los-angeles/theater/back-to-the-future-the-musical
56,Club Quarantine Live With D Nice,"Time Out says
We never thought we’d be in the same club as Michelle Obama and Rihanna until Club Quarantine came along. Alright, technically it was a virtual club streamed on Instagram, but that’s no matter: DJ D-Nice’s hours-long sets from his Downtown L.A. home became life-affirming in a real tough year. Now, he’s bringing those positive vibes IRL for this New Year’s Eve show at the Walt Disney Concert Hall.",2024-12-31T22:30:00-08:00,2024-12-31T22:30:00-08:00,Walt Disney Concert Hall,$74–$229,https://www.timeout.com/los-angeles/music/club-quarantine-live-with-d-nice
57,Metallica,"Time Out says
Say what you will about Metallica’s creative output for the past few decades, the pushing-60 thrash metal stalwarts still know how to fill stadiums with propulsive fits of rage. Even if you haven’t kept up with Hetfield and co. in recent years, expect their live sets to still draw heavily from their first four (or five, depending on where you stand on The Black Album) nearly-perfect albums. For this one-off show at the YouTube Theater, they’ll be supporting their All Within My Hands foundation with the band’s fourth annual Helping Hands Concert & Auction.",2024-12-13T18:00:00-08:00,2024-12-13T18:00:00-08:00,YouTube Theater,,https://www.timeout.com/los-angeles/music/metallica
58,Aerosmith,"Time Out says
The legendary rock band plays the Forum during its “Peace Out” tour, which is being billed as a farewell from the “Walk this Way” rockers.",2024-12-07T19:00:00-08:00,2024-12-07T19:00:00-08:00,Kia Forum,,https://www.timeout.com/los-angeles/music/aerosmith
